title,urls
"[티몬] 23년 햅쌀 수향미 특등급 10kg (28,900원 / 무배)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=8&divpage=85&no=514847
"[위메프] 필립스 블루투스 헤드셋 TAH7508 (66,480원 / 무료)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=8&divpage=85&no=514846
"[G마켓]한정특가 3.4만 VXE R1 Pro Max 무선 게이밍 마우스 초경량 게임 마우스 PAW3395(37,500원/무료)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=8&divpage=85&no=514845
[쿠팡]에이서 2023 스위프트 GO 16 OLED 코어i5 인텔 13세대 (63.9만),https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=8&divpage=85&no=514844
"[티몬] 아이르 나노화이바 차렵이불 ss 등 다양 (23,950원/무료배송)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=9&divpage=85&no=514843
"[위메프]스카이락 점보2호(8칸)이유식용기/김밥용기 3800ml (13,150원/무료)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=9&divpage=85&no=514842
"[옥션]QCY H3 블루투스 무선 헤드폰 (26,320원/무료배송)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=9&divpage=85&no=514840
"[위메프] 레드실드 KF94 대형 마스크 100매 7,900원(무배)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=9&divpage=85&no=514839
"[AK몰] 배상면주가 느린마을 옹기막걸리 세트 7도 1980ml (26,010원/무료)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=9&divpage=85&no=514838
"[네이버라방] 한록원 녹용즙 1개월분+콘드로이친3개월분 (240,000원/무배)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=9&divpage=85&no=514837
[위메프] 센텔리안24 마데카크림/파워부스팅/스타톡 세럼등 할인 (다양/무료),https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=9&divpage=85&no=514836
"[톡딜] 경희 명품 침향 황제기력단 골드 60환+쇼핑백 (39,800원/무료)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=9&divpage=85&no=514835
"[지마켓] 크리넥스 울트라클린 화이트 비데 3겹 30MX30롤 3팩 두루마리 화장지 휴지 +1팩당 90M 추가증정 (37,200원/무료)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=9&divpage=85&no=514834
"[지마켓]메디플라워 곡물 페이셜 클렌징폼 5개(9,270원/무료)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=9&divpage=85&no=514833
"[티몬] 카카오페이머니45,000원 / 종근당건강 생유산균 락토핏 코어맥스 2g x 60포x6통 (45,000/3000)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=9&divpage=85&no=514832
"[11번가] 동해 가마솥 한우 설렁탕 400g 10팩+2팩 증정 (32,700원/무료)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=9&divpage=85&no=514831
"[위메프+] 한돈 돼지불고기 300g 2팩 (4,900원/무료)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=9&divpage=85&no=514830
[티몬10분어택]명절음식 모음 명태슬라이스700g 2팩(9900원/무배),https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=9&divpage=85&no=514829
"[G마켓] 도루코 페이스6 면도기획세트 2호 (22,950원 / 무료)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=9&divpage=85&no=514828
"[기프티쇼] 이마트5.5만원권(5만원), 다이소2.2만원(2만원), GS편의점상품권1.2만원(1만원) (가격다양/무료)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=9&divpage=85&no=514827
"[위메프]잘풀리는집 천연펄프 키친타월 150매 6롤 2팩 (8,640/무료)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=9&divpage=85&no=514825
[G마켓] acer 헬리오스네오 i9 32GB RTX4060 (139만원/무배),https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=9&divpage=85&no=514824
"[G마켓] 연세우유 전용목장우유 180ml (48팩) (21,920원/무료)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=9&divpage=85&no=514823
"[위메프] 일리공식 일리전용캡슐 108개입(18개x6팩) (49,160원/무료배송)",https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&page=9&divpage=85&no=514821
